transaction_id,item_description,transaction_type,merchant
687,purchase Amazon,purchase,Amazon
688,withdrawal Walmart,withdrawal,Walmart
689,withdrawal Netflix,withdrawal,Netflix
690,transfer Online Service,transfer,Online Service
691,purchase Amazon,purchase,Amazon
692,purchase Netflix,purchase,Netflix
693,purchase Netflix,purchase,Netflix
694,withdrawal Walmart,withdrawal,Walmart
695,withdrawal Amazon,withdrawal,Amazon
696,transfer Netflix,transfer,Netflix
697,transfer Starbucks,transfer,Starbucks
698,transfer Walmart,transfer,Walmart
699,withdrawal Local Store,withdrawal,Local Store
700,transfer Online Service,transfer,Online Service
701,purchase Amazon,purchase,Amazon
702,purchase Online Service,purchase,Online Service
703,purchase Local Store,purchase,Local Store
704,transfer Netflix,transfer,Netflix
705,withdrawal Amazon,withdrawal,Amazon
706,withdrawal Amazon,withdrawal,Amazon
707,transfer Online Service,transfer,Online Service
708,transfer Shell,transfer,Shell
709,purchase Netflix,purchase,Netflix
710,withdrawal Local Store,withdrawal,Local Store
711,purchase Local Store,purchase,Local Store
712,transfer Online Service,transfer,Online Service
713,withdrawal Online Service,withdrawal,Online Service
714,purchase Netflix,purchase,Netflix
715,purchase Online Service,purchase,Online Service
716,withdrawal Amazon,withdrawal,Amazon
717,withdrawal Shell,withdrawal,Shell
718,purchase Walmart,purchase,Walmart
719,withdrawal Netflix,withdrawal,Netflix
720,transfer Online Service,transfer,Online Service
721,withdrawal Starbucks,withdrawal,Starbucks
722,transfer Netflix,transfer,Netflix
723,transfer Netflix,transfer,Netflix
724,transfer Online Service,transfer,Online Service
725,purchase Local Store,purchase,Local Store
726,purchase Shell,purchase,Shell
727,withdrawal Walmart,withdrawal,Walmart
728,transfer Shell,transfer,Shell
729,transfer Shell,transfer,Shell
730,purchase Shell,purchase,Shell
731,purchase Netflix,purchase,Netflix
732,withdrawal Netflix,withdrawal,Netflix
733,purchase Shell,purchase,Shell
734,withdrawal Netflix,withdrawal,Netflix
735,purchase Shell,purchase,Shell
736,withdrawal Netflix,withdrawal,Netflix
737,withdrawal Walmart,withdrawal,Walmart
738,withdrawal Walmart,withdrawal,Walmart
739,transfer Shell,transfer,Shell
740,withdrawal Shell,withdrawal,Shell
741,withdrawal Amazon,withdrawal,Amazon
742,transfer Amazon,transfer,Amazon
743,transfer Local Store,transfer,Local Store
744,transfer Shell,transfer,Shell
745,withdrawal Netflix,withdrawal,Netflix
746,transfer Amazon,transfer,Amazon
747,withdrawal Walmart,withdrawal,Walmart
748,withdrawal Local Store,withdrawal,Local Store
749,withdrawal Starbucks,withdrawal,Starbucks
750,withdrawal Shell,withdrawal,Shell
751,withdrawal Starbucks,withdrawal,Starbucks
752,withdrawal Starbucks,withdrawal,Starbucks
753,transfer Local Store,transfer,Local Store
754,purchase Netflix,purchase,Netflix
755,withdrawal Amazon,withdrawal,Amazon
756,withdrawal Netflix,withdrawal,Netflix
757,purchase Starbucks,purchase,Starbucks
758,purchase Shell,purchase,Shell
759,purchase Starbucks,purchase,Starbucks
760,purchase Starbucks,purchase,Starbucks
761,transfer Online Service,transfer,Online Service
762,transfer Walmart,transfer,Walmart
763,purchase Amazon,purchase,Amazon
764,transfer Shell,transfer,Shell
765,withdrawal Netflix,withdrawal,Netflix
766,purchase Online Service,purchase,Online Service
767,purchase Walmart,purchase,Walmart
768,purchase Netflix,purchase,Netflix
769,transfer Netflix,transfer,Netflix
770,withdrawal Netflix,withdrawal,Netflix
771,withdrawal Walmart,withdrawal,Walmart
772,transfer Online Service,transfer,Online Service
773,transfer Walmart,transfer,Walmart
774,purchase Local Store,purchase,Local Store
775,withdrawal Shell,withdrawal,Shell
776,withdrawal Starbucks,withdrawal,Starbucks
777,purchase Netflix,purchase,Netflix
778,transfer Amazon,transfer,Amazon
779,transfer Walmart,transfer,Walmart
780,withdrawal Local Store,withdrawal,Local Store
781,purchase Local Store,purchase,Local Store
782,transfer Amazon,transfer,Amazon
783,transfer Amazon,transfer,Amazon
784,transfer Starbucks,transfer,Starbucks
785,withdrawal Netflix,withdrawal,Netflix
786,withdrawal Online Service,withdrawal,Online Service
787,withdrawal Shell,withdrawal,Shell
788,purchase Amazon,purchase,Amazon
789,transfer Amazon,transfer,Amazon
790,withdrawal Shell,withdrawal,Shell
791,withdrawal Online Service,withdrawal,Online Service
792,purchase Walmart,purchase,Walmart
793,purchase Amazon,purchase,Amazon
794,transfer Netflix,transfer,Netflix
795,purchase Online Service,purchase,Online Service
796,withdrawal Shell,withdrawal,Shell
797,transfer Walmart,transfer,Walmart
798,purchase Amazon,purchase,Amazon
799,transfer Online Service,transfer,Online Service
800,purchase Online Service,purchase,Online Service
801,transfer Online Service,transfer,Online Service
802,transfer Netflix,transfer,Netflix
803,transfer Walmart,transfer,Walmart
804,transfer Netflix,transfer,Netflix
805,purchase Netflix,purchase,Netflix
806,purchase Local Store,purchase,Local Store
807,purchase Starbucks,purchase,Starbucks
808,purchase Starbucks,purchase,Starbucks
809,withdrawal Amazon,withdrawal,Amazon
810,purchase Online Service,purchase,Online Service
811,purchase Shell,purchase,Shell
812,withdrawal Online Service,withdrawal,Online Service
813,withdrawal Online Service,withdrawal,Online Service
814,purchase Online Service,purchase,Online Service
815,purchase Online Service,purchase,Online Service
816,transfer Starbucks,transfer,Starbucks
817,transfer Amazon,transfer,Amazon
818,purchase Walmart,purchase,Walmart
819,purchase Local Store,purchase,Local Store
820,withdrawal Netflix,withdrawal,Netflix
821,withdrawal Starbucks,withdrawal,Starbucks
822,transfer Netflix,transfer,Netflix
823,withdrawal Netflix,withdrawal,Netflix
824,transfer Shell,transfer,Shell
825,purchase Amazon,purchase,Amazon
826,purchase Shell,purchase,Shell
827,transfer Local Store,transfer,Local Store
828,transfer Amazon,transfer,Amazon
829,purchase Shell,purchase,Shell
830,purchase Netflix,purchase,Netflix
831,transfer Walmart,transfer,Walmart
832,purchase Walmart,purchase,Walmart
833,purchase Netflix,purchase,Netflix
834,transfer Online Service,transfer,Online Service
835,purchase Shell,purchase,Shell
836,purchase Shell,purchase,Shell
837,transfer Shell,transfer,Shell
838,transfer Netflix,transfer,Netflix
839,purchase Walmart,purchase,Walmart
840,withdrawal Netflix,withdrawal,Netflix
841,transfer Shell,transfer,Shell
842,withdrawal Online Service,withdrawal,Online Service
843,withdrawal Netflix,withdrawal,Netflix
844,withdrawal Walmart,withdrawal,Walmart
845,transfer Walmart,transfer,Walmart
846,transfer Shell,transfer,Shell
847,withdrawal Walmart,withdrawal,Walmart
848,withdrawal Walmart,withdrawal,Walmart
849,transfer Netflix,transfer,Netflix
850,withdrawal Netflix,withdrawal,Netflix
851,transfer Online Service,transfer,Online Service
852,transfer Local Store,transfer,Local Store
853,transfer Walmart,transfer,Walmart
854,purchase Netflix,purchase,Netflix
855,transfer Walmart,transfer,Walmart
856,purchase Online Service,purchase,Online Service
857,purchase Walmart,purchase,Walmart
858,transfer Netflix,transfer,Netflix
859,withdrawal Amazon,withdrawal,Amazon
860,transfer Local Store,transfer,Local Store
861,purchase Local Store,purchase,Local Store
862,purchase Starbucks,purchase,Starbucks
863,withdrawal Starbucks,withdrawal,Starbucks
864,purchase Local Store,purchase,Local Store
865,transfer Local Store,transfer,Local Store
866,withdrawal Starbucks,withdrawal,Starbucks
867,purchase Local Store,purchase,Local Store
868,purchase Starbucks,purchase,Starbucks
869,withdrawal Local Store,withdrawal,Local Store
870,purchase Starbucks,purchase,Starbucks
871,purchase Amazon,purchase,Amazon
872,withdrawal Online Service,withdrawal,Online Service
873,purchase Local Store,purchase,Local Store
874,withdrawal Online Service,withdrawal,Online Service
875,transfer Shell,transfer,Shell
876,withdrawal Starbucks,withdrawal,Starbucks
877,purchase Local Store,purchase,Local Store
878,purchase Local Store,purchase,Local Store
879,transfer Local Store,transfer,Local Store
880,transfer Netflix,transfer,Netflix
881,withdrawal Starbucks,withdrawal,Starbucks
882,transfer Walmart,transfer,Walmart
883,purchase Netflix,purchase,Netflix
884,transfer Shell,transfer,Shell
885,withdrawal Shell,withdrawal,Shell
886,transfer Netflix,transfer,Netflix
887,transfer Local Store,transfer,Local Store
888,withdrawal Netflix,withdrawal,Netflix
889,withdrawal Amazon,withdrawal,Amazon
890,transfer Netflix,transfer,Netflix
891,purchase Netflix,purchase,Netflix
892,withdrawal Online Service,withdrawal,Online Service
893,purchase Amazon,purchase,Amazon
894,transfer Walmart,transfer,Walmart
895,withdrawal Online Service,withdrawal,Online Service
896,purchase Walmart,purchase,Walmart
897,withdrawal Walmart,withdrawal,Walmart
898,withdrawal Online Service,withdrawal,Online Service
899,transfer Netflix,transfer,Netflix
900,purchase Starbucks,purchase,Starbucks
901,purchase Shell,purchase,Shell
902,purchase Netflix,purchase,Netflix
903,purchase Netflix,purchase,Netflix
904,transfer Online Service,transfer,Online Service
905,transfer Online Service,transfer,Online Service
906,purchase Shell,purchase,Shell
907,purchase Shell,purchase,Shell
908,withdrawal Online Service,withdrawal,Online Service
909,purchase Local Store,purchase,Local Store
910,purchase Amazon,purchase,Amazon
911,transfer Local Store,transfer,Local Store
912,transfer Netflix,transfer,Netflix
913,withdrawal Local Store,withdrawal,Local Store
914,withdrawal Local Store,withdrawal,Local Store
915,purchase Amazon,purchase,Amazon
916,withdrawal Walmart,withdrawal,Walmart
917,transfer Local Store,transfer,Local Store
918,transfer Shell,transfer,Shell
919,transfer Local Store,transfer,Local Store
920,transfer Netflix,transfer,Netflix
921,purchase Amazon,purchase,Amazon
922,transfer Netflix,transfer,Netflix
923,purchase Amazon,purchase,Amazon
924,transfer Starbucks,transfer,Starbucks
925,withdrawal Starbucks,withdrawal,Starbucks
926,transfer Walmart,transfer,Walmart
927,purchase Walmart,purchase,Walmart
928,purchase Amazon,purchase,Amazon
929,withdrawal Amazon,withdrawal,Amazon
930,withdrawal Amazon,withdrawal,Amazon
931,transfer Starbucks,transfer,Starbucks
932,purchase Local Store,purchase,Local Store
933,withdrawal Starbucks,withdrawal,Starbucks
934,purchase Amazon,purchase,Amazon
935,transfer Online Service,transfer,Online Service
936,transfer Amazon,transfer,Amazon
937,purchase Local Store,purchase,Local Store
938,purchase Shell,purchase,Shell
939,purchase Amazon,purchase,Amazon
940,withdrawal Shell,withdrawal,Shell
941,withdrawal Local Store,withdrawal,Local Store
942,withdrawal Online Service,withdrawal,Online Service
943,withdrawal Online Service,withdrawal,Online Service
944,transfer Starbucks,transfer,Starbucks
945,withdrawal Local Store,withdrawal,Local Store
946,transfer Online Service,transfer,Online Service
947,withdrawal Shell,withdrawal,Shell
948,purchase Netflix,purchase,Netflix
949,transfer Online Service,transfer,Online Service
950,purchase Starbucks,purchase,Starbucks
951,withdrawal Netflix,withdrawal,Netflix
952,transfer Local Store,transfer,Local Store
953,transfer Netflix,transfer,Netflix
954,transfer Netflix,transfer,Netflix
955,purchase Shell,purchase,Shell
956,withdrawal Online Service,withdrawal,Online Service
957,transfer Amazon,transfer,Amazon
958,transfer Starbucks,transfer,Starbucks
959,withdrawal Local Store,withdrawal,Local Store
960,transfer Online Service,transfer,Online Service
961,withdrawal Walmart,withdrawal,Walmart
962,purchase Online Service,purchase,Online Service
963,transfer Local Store,transfer,Local Store
964,transfer Starbucks,transfer,Starbucks
965,transfer Netflix,transfer,Netflix
966,purchase Amazon,purchase,Amazon
967,transfer Shell,transfer,Shell
968,withdrawal Walmart,withdrawal,Walmart
969,withdrawal Amazon,withdrawal,Amazon
970,purchase Shell,purchase,Shell
971,purchase Starbucks,purchase,Starbucks
972,withdrawal Shell,withdrawal,Shell
973,purchase Starbucks,purchase,Starbucks
974,withdrawal Online Service,withdrawal,Online Service
975,withdrawal Online Service,withdrawal,Online Service
976,withdrawal Walmart,withdrawal,Walmart
977,purchase Local Store,purchase,Local Store
978,transfer Online Service,transfer,Online Service
979,transfer Amazon,transfer,Amazon
980,purchase Walmart,purchase,Walmart
981,withdrawal Netflix,withdrawal,Netflix
982,withdrawal Shell,withdrawal,Shell
983,withdrawal Netflix,withdrawal,Netflix
984,transfer Walmart,transfer,Walmart
985,purchase Shell,purchase,Shell
986,purchase Starbucks,purchase,Starbucks
987,withdrawal Online Service,withdrawal,Online Service
988,withdrawal Netflix,withdrawal,Netflix
989,withdrawal Amazon,withdrawal,Amazon
990,withdrawal Walmart,withdrawal,Walmart
991,withdrawal Starbucks,withdrawal,Starbucks
992,transfer Online Service,transfer,Online Service
993,purchase Amazon,purchase,Amazon
994,withdrawal Amazon,withdrawal,Amazon
995,transfer Starbucks,transfer,Starbucks
996,withdrawal Local Store,withdrawal,Local Store
997,withdrawal Walmart,withdrawal,Walmart
998,transfer Starbucks,transfer,Starbucks
999,withdrawal Shell,withdrawal,Shell
1000,withdrawal Netflix,withdrawal,Netflix
1001,withdrawal Netflix,withdrawal,Netflix
1002,transfer Netflix,transfer,Netflix
1003,withdrawal Starbucks,withdrawal,Starbucks
1004,transfer Online Service,transfer,Online Service
1005,transfer Online Service,transfer,Online Service
1006,purchase Amazon,purchase,Amazon
1007,purchase Walmart,purchase,Walmart
1008,withdrawal Shell,withdrawal,Shell
1009,withdrawal Amazon,withdrawal,Amazon
1010,transfer Shell,transfer,Shell
1011,withdrawal Local Store,withdrawal,Local Store
1012,purchase Netflix,purchase,Netflix
1013,withdrawal Local Store,withdrawal,Local Store
1014,withdrawal Walmart,withdrawal,Walmart
1015,withdrawal Shell,withdrawal,Shell
1016,transfer Netflix,transfer,Netflix
1017,transfer Netflix,transfer,Netflix
1018,purchase Local Store,purchase,Local Store
1019,transfer Online Service,transfer,Online Service
1020,purchase Walmart,purchase,Walmart
1021,purchase Starbucks,purchase,Starbucks
1022,transfer Walmart,transfer,Walmart
1023,purchase Online Service,purchase,Online Service
1024,withdrawal Amazon,withdrawal,Amazon
1025,transfer Netflix,transfer,Netflix
1026,withdrawal Online Service,withdrawal,Online Service
1027,purchase Netflix,purchase,Netflix
1028,transfer Online Service,transfer,Online Service
1029,transfer Online Service,transfer,Online Service
1030,transfer Local Store,transfer,Local Store
1031,transfer Netflix,transfer,Netflix
1032,withdrawal Amazon,withdrawal,Amazon
1033,withdrawal Amazon,withdrawal,Amazon
1034,transfer Online Service,transfer,Online Service
1035,withdrawal Online Service,withdrawal,Online Service
1036,purchase Amazon,purchase,Amazon
1037,withdrawal Netflix,withdrawal,Netflix
1038,purchase Amazon,purchase,Amazon
1039,purchase Local Store,purchase,Local Store
1040,withdrawal Amazon,withdrawal,Amazon
1041,purchase Starbucks,purchase,Starbucks
1042,transfer Starbucks,transfer,Starbucks
1043,withdrawal Netflix,withdrawal,Netflix
1044,transfer Shell,transfer,Shell
1045,purchase Walmart,purchase,Walmart
1046,withdrawal Netflix,withdrawal,Netflix
1047,transfer Shell,transfer,Shell
1048,transfer Starbucks,transfer,Starbucks
1049,purchase Netflix,purchase,Netflix
1050,transfer Amazon,transfer,Amazon
1051,purchase Shell,purchase,Shell
1052,withdrawal Amazon,withdrawal,Amazon
1053,transfer Shell,transfer,Shell
1054,purchase Starbucks,purchase,Starbucks
1055,transfer Amazon,transfer,Amazon
1056,transfer Walmart,transfer,Walmart
1057,purchase Walmart,purchase,Walmart
1058,purchase Netflix,purchase,Netflix
1059,withdrawal Netflix,withdrawal,Netflix
1060,purchase Online Service,purchase,Online Service
1061,transfer Local Store,transfer,Local Store
1062,withdrawal Amazon,withdrawal,Amazon
1063,purchase Local Store,purchase,Local Store
1064,purchase Amazon,purchase,Amazon
1065,withdrawal Local Store,withdrawal,Local Store
1066,withdrawal Amazon,withdrawal,Amazon
1067,transfer Walmart,transfer,Walmart
1068,withdrawal Online Service,withdrawal,Online Service
1069,withdrawal Shell,withdrawal,Shell
1070,transfer Online Service,transfer,Online Service
